parsed_smell,parsed_smell_identifiers,message
"
		25 FieldDeclaration
			25 VariableDeclaration
				25 IdentifierName
				25 VariableDeclarator
					25 EqualsValueClause
						25 ObjectCreationExpression
							25 IdentifierName","
		25 FieldDeclaration
			25 VariableDeclaration
				25 IdentifierName OpenApiSchema
				25 VariableDeclarator
					25 EqualsValueClause
						25 ObjectCreationExpression
							25 IdentifierName OpenApiSchema",Refactor
"
		42 FieldDeclaration
			42 VariableDeclaration
				42 IdentifierName
				42 VariableDeclarator
					42 EqualsValueClause
						42 ObjectCreationExpression
							42 IdentifierName","
		42 FieldDeclaration
			42 VariableDeclaration
				42 IdentifierName OpenApiSchema
				42 VariableDeclarator
					42 EqualsValueClause
						42 ObjectCreationExpression
							42 IdentifierName OpenApiSchema",Refactor
"
		91 FieldDeclaration
			91 VariableDeclaration
				91 IdentifierName
				91 VariableDeclarator
					91 EqualsValueClause
						91 ObjectCreationExpression
							91 IdentifierName","
		91 FieldDeclaration
			91 VariableDeclaration
				91 IdentifierName OpenApiSchema
				91 VariableDeclarator
					91 EqualsValueClause
						91 ObjectCreationExpression
							91 IdentifierName OpenApiSchema",Refactor
"
		143 FieldDeclaration
			143 VariableDeclaration
				143 IdentifierName
				143 VariableDeclarator
					143 EqualsValueClause
						143 ObjectCreationExpression
							143 IdentifierName","
		143 FieldDeclaration
			143 VariableDeclaration
				143 IdentifierName OpenApiSchema
				143 VariableDeclarator
					143 EqualsValueClause
						143 ObjectCreationExpression
							143 IdentifierName OpenApiSchema",Refactor
"
		166 FieldDeclaration
			166 VariableDeclaration
				166 IdentifierName
				166 VariableDeclarator
					166 EqualsValueClause
						166 ObjectCreationExpression
							166 IdentifierName","
		166 FieldDeclaration
			166 VariableDeclaration
				166 IdentifierName OpenApiSchema
				166 VariableDeclarator
					166 EqualsValueClause
						166 ObjectCreationExpression
							166 IdentifierName OpenApiSchema",Refactor
"
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName
				15 VariableDeclarator
					15 EqualsValueClause
						15 ObjectCreationExpression
							15 IdentifierName
							15 ArgumentList","
		15 FieldDeclaration
			15 VariableDeclaration
				15 IdentifierName OpenApiSecurityRequirement
				15 VariableDeclarator
					15 EqualsValueClause
						15 ObjectCreationExpression
							15 IdentifierName OpenApiSecurityRequirement
							15 ArgumentList",Refactor
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator
					17 EqualsValueClause","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiSecurityRequirement
				17 VariableDeclarator
					17 EqualsValueClause",Refactor
"
		49 FieldDeclaration
			49 VariableDeclaration
				49 IdentifierName
				49 VariableDeclarator
					49 EqualsValueClause","
		49 FieldDeclaration
			49 VariableDeclaration
				49 IdentifierName OpenApiSecurityRequirement
				49 VariableDeclarator
					49 EqualsValueClause",Refactor
"
		22 FieldDeclaration
			22 VariableDeclaration
				22 IdentifierName
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 IdentifierName","
		22 FieldDeclaration
			22 VariableDeclaration
				22 IdentifierName OpenApiSecurityScheme
				22 VariableDeclarator
					22 EqualsValueClause
						22 ObjectCreationExpression
							22 IdentifierName OpenApiSecurityScheme",Refactor
"
		30 FieldDeclaration
			30 VariableDeclaration
				30 IdentifierName
				30 VariableDeclarator
					30 EqualsValueClause
						30 ObjectCreationExpression
							30 IdentifierName","
		30 FieldDeclaration
			30 VariableDeclaration
				30 IdentifierName OpenApiSecurityScheme
				30 VariableDeclarator
					30 EqualsValueClause
						30 ObjectCreationExpression
							30 IdentifierName OpenApiSecurityScheme",Refactor
"
		38 FieldDeclaration
			38 VariableDeclaration
				38 IdentifierName
				38 VariableDeclarator
					38 EqualsValueClause
						38 ObjectCreationExpression
							38 IdentifierName","
		38 FieldDeclaration
			38 VariableDeclaration
				38 IdentifierName OpenApiSecurityScheme
				38 VariableDeclarator
					38 EqualsValueClause
						38 ObjectCreationExpression
							38 IdentifierName OpenApiSecurityScheme",Refactor
"
		46 FieldDeclaration
			46 VariableDeclaration
				46 IdentifierName
				46 VariableDeclarator
					46 EqualsValueClause
						46 ObjectCreationExpression
							46 IdentifierName","
		46 FieldDeclaration
			46 VariableDeclaration
				46 IdentifierName OpenApiSecurityScheme
				46 VariableDeclarator
					46 EqualsValueClause
						46 ObjectCreationExpression
							46 IdentifierName OpenApiSecurityScheme",Refactor
"
		64 FieldDeclaration
			64 VariableDeclaration
				64 IdentifierName
				64 VariableDeclarator
					64 EqualsValueClause
						64 ObjectCreationExpression
							64 IdentifierName","
		64 FieldDeclaration
			64 VariableDeclaration
				64 IdentifierName OpenApiSecurityScheme
				64 VariableDeclarator
					64 EqualsValueClause
						64 ObjectCreationExpression
							64 IdentifierName OpenApiSecurityScheme",Refactor
"
		102 FieldDeclaration
			102 VariableDeclaration
				102 IdentifierName
				102 VariableDeclarator
					102 EqualsValueClause
						102 ObjectCreationExpression
							102 IdentifierName","
		102 FieldDeclaration
			102 VariableDeclaration
				102 IdentifierName OpenApiSecurityScheme
				102 VariableDeclarator
					102 EqualsValueClause
						102 ObjectCreationExpression
							102 IdentifierName OpenApiSecurityScheme",Refactor
"
		110 FieldDeclaration
			110 VariableDeclaration
				110 IdentifierName
				110 VariableDeclarator
					110 EqualsValueClause
						110 ObjectCreationExpression
							110 IdentifierName","
		110 FieldDeclaration
			110 VariableDeclaration
				110 IdentifierName OpenApiSecurityScheme
				110 VariableDeclarator
					110 EqualsValueClause
						110 ObjectCreationExpression
							110 IdentifierName OpenApiSecurityScheme",Refactor
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName OpenApiServer
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName OpenApiServer",Refactor
"
		20 FieldDeclaration
			20 VariableDeclaration
				20 IdentifierName
				20 VariableDeclarator
					20 EqualsValueClause
						20 ObjectCreationExpression
							20 IdentifierName","
		20 FieldDeclaration
			20 VariableDeclaration
				20 IdentifierName OpenApiServer
				20 VariableDeclarator
					20 EqualsValueClause
						20 ObjectCreationExpression
							20 IdentifierName OpenApiServer",Refactor
"
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName
							14 ArgumentList","
		14 FieldDeclaration
			14 VariableDeclaration
				14 IdentifierName OpenApiServerVariable
				14 VariableDeclarator
					14 EqualsValueClause
						14 ObjectCreationExpression
							14 IdentifierName OpenApiServerVariable
							14 ArgumentList",Refactor
"
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName","
		16 FieldDeclaration
			16 VariableDeclaration
				16 IdentifierName OpenApiServerVariable
				16 VariableDeclarator
					16 EqualsValueClause
						16 ObjectCreationExpression
							16 IdentifierName OpenApiServerVariable",Refactor
"
		21 FieldDeclaration
			21 VariableDeclaration
				21 IdentifierName
				21 VariableDeclarator
					21 EqualsValueClause
						21 ObjectCreationExpression
							21 IdentifierName
							21 ArgumentList","
		21 FieldDeclaration
			21 VariableDeclaration
				21 IdentifierName OpenApiTag
				21 VariableDeclarator
					21 EqualsValueClause
						21 ObjectCreationExpression
							21 IdentifierName OpenApiTag
							21 ArgumentList",Refactor
"
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName","
		23 FieldDeclaration
			23 VariableDeclaration
				23 IdentifierName OpenApiTag
				23 VariableDeclarator
					23 EqualsValueClause
						23 ObjectCreationExpression
							23 IdentifierName OpenApiTag",Refactor
"
		34 FieldDeclaration
			34 VariableDeclaration
				34 IdentifierName
				34 VariableDeclarator
					34 EqualsValueClause
						34 ObjectCreationExpression
							34 IdentifierName","
		34 FieldDeclaration
			34 VariableDeclaration
				34 IdentifierName OpenApiTag
				34 VariableDeclarator
					34 EqualsValueClause
						34 ObjectCreationExpression
							34 IdentifierName OpenApiTag",Refactor
"
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName","
		17 FieldDeclaration
			17 VariableDeclaration
				17 IdentifierName OpenApiXml
				17 VariableDeclarator
					17 EqualsValueClause
						17 ObjectCreationExpression
							17 IdentifierName OpenApiXml",Refactor
"
		30 FieldDeclaration
			30 VariableDeclaration
				30 IdentifierName
				30 VariableDeclarator
					30 EqualsValueClause
						30 ObjectCreationExpression
							30 IdentifierName
							30 ArgumentList","
		30 FieldDeclaration
			30 VariableDeclaration
				30 IdentifierName OpenApiXml
				30 VariableDeclarator
					30 EqualsValueClause
						30 ObjectCreationExpression
							30 IdentifierName OpenApiXml
							30 ArgumentList",Refactor
"
		17 PropertyDeclaration
			17 IdentifierName
			17 ArrowExpressionClause
				17 ObjectCreationExpression
					17 IdentifierName
					17 ArgumentList","
		17 PropertyDeclaration
			17 IdentifierName OpenApiDocument
			17 ArrowExpressionClause
				17 ObjectCreationExpression
					17 IdentifierName OpenApiDocument
					17 ArgumentList",Refactor
"
		45 PropertyDeclaration
			45 IdentifierName
			45 ArrowExpressionClause
				45 ObjectCreationExpression
					45 IdentifierName
					45 ArgumentList","
		45 PropertyDeclaration
			45 IdentifierName OpenApiDocument
			45 ArrowExpressionClause
				45 ObjectCreationExpression
					45 IdentifierName OpenApiDocument
					45 ArgumentList",Refactor
"
				103 ExpressionStatement
					103 InvocationExpression
						103 SimpleMemberAccessExpression
							103 IdentifierName
							103 IdentifierName
						103 ArgumentList
							103 Argument
								103 EqualsExpression
									103 InvocationExpression
										103 SimpleMemberAccessExpression
											103 IdentifierName
											103 IdentifierName
										103 ArgumentList
									103 NumericLiteralExpression","
				103 ExpressionStatement
					103 InvocationExpression
						103 SimpleMemberAccessExpression
							103 IdentifierName Assert
							103 IdentifierName True
						103 ArgumentList
							103 Argument
								103 EqualsExpression
									103 InvocationExpression
										103 SimpleMemberAccessExpression
											103 IdentifierName errors
											103 IdentifierName Count
										103 ArgumentList
									103 NumericLiteralExpression",Refactor
"
				152 ExpressionStatement
					152 InvocationExpression
						152 SimpleMemberAccessExpression
							152 IdentifierName
							152 IdentifierName
						152 ArgumentList
							152 Argument
								152 EqualsExpression
									152 InvocationExpression
										152 SimpleMemberAccessExpression
											152 IdentifierName
											152 IdentifierName
										152 ArgumentList
									152 NumericLiteralExpression","
				152 ExpressionStatement
					152 InvocationExpression
						152 SimpleMemberAccessExpression
							152 IdentifierName Assert
							152 IdentifierName True
						152 ArgumentList
							152 Argument
								152 EqualsExpression
									152 InvocationExpression
										152 SimpleMemberAccessExpression
											152 IdentifierName errors
											152 IdentifierName Count
										152 ArgumentList
									152 NumericLiteralExpression",Refactor
"
				66 ExpressionStatement
					66 InvocationExpression
						66 SimpleMemberAccessExpression
							66 IdentifierName
							66 IdentifierName
						66 ArgumentList
							66 Argument
								66 LessThanExpression
									66 NumericLiteralExpression
									66 InvocationExpression
										66 SimpleMemberAccessExpression
											66 SimpleMemberAccessExpression
												66 ParenthesizedExpression
													66 CastExpression
														66 IdentifierName
														66 IdentifierName
												66 IdentifierName
											66 IdentifierName
										66 ArgumentList","
				66 ExpressionStatement
					66 InvocationExpression
						66 SimpleMemberAccessExpression
							66 IdentifierName Assert
							66 IdentifierName True
						66 ArgumentList
							66 Argument
								66 LessThanExpression
									66 NumericLiteralExpression
									66 InvocationExpression
										66 SimpleMemberAccessExpression
											66 SimpleMemberAccessExpression
												66 ParenthesizedExpression
													66 CastExpression
														66 IdentifierName TestVisitor
														66 IdentifierName visitor
												66 IdentifierName CallStack
											66 IdentifierName Count
										66 ArgumentList",Refactor
"
		153 MethodDeclaration
			153 PredefinedType
			153 ParameterList","
		153 MethodDeclaration
			153 PredefinedType
			153 ParameterList",Refactor
