parsed_smell,parsed_smell_identifiers,message
"
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
			 SimpleBaseType
				 IdentifierName
","
	 ClassDeclaration
		 BaseList
			 SimpleBaseType
				 IdentifierName IOpenApiSerializable
			 SimpleBaseType
				 IdentifierName IOpenApiReferenceable
			 SimpleBaseType
				 IdentifierName IOpenApiExtensible",Remove
"
														 ForEachStatement
															 IdentifierName
															 IdentifierName
","
														 ForEachStatement
															 IdentifierName var
															 IdentifierName openApiOperations",Refactor
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName OpenApiReference
				 VariableDeclarator",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName OpenApiReference
				 VariableDeclarator",Remove
"
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 IdentifierName OpenApiDocument
				 VariableDeclarator",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator
","
		 FieldDeclaration
			 VariableDeclaration
				 PredefinedType
				 VariableDeclarator",Remove
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName OpenApiError
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName OpenApiError
							 ArgumentList",Adjustment
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiResponses",Rename
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Uri
						 IdentifierName OpenApiDocument
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Uri
									 IdentifierName OpenApiDocument
							 ArgumentList",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Uri
						 IdentifierName IOpenApiReferenceable
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Uri
									 IdentifierName IOpenApiReferenceable
							 ArgumentList",Adjustment
"
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName
						 IdentifierName
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName
									 IdentifierName
							 ArgumentList
","
		 FieldDeclaration
			 VariableDeclaration
				 GenericName
					 TypeArgumentList
						 IdentifierName Uri
						 IdentifierName Stream
				 VariableDeclarator
					 EqualsValueClause
						 ObjectCreationExpression
							 GenericName
								 TypeArgumentList
									 IdentifierName Uri
									 IdentifierName Stream
							 ArgumentList",Adjustment
"
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName
						 ObjectCreationExpression
							 IdentifierName
							 ArgumentList
								 Argument
									 AddExpression
										 AddExpression
											 StringLiteralExpression
											 SimpleMemberAccessExpression
												 IdentifierName
												 IdentifierName
										 StringLiteralExpression
","
				 ExpressionStatement
					 SimpleAssignmentExpression
						 IdentifierName BaseUrl
						 ObjectCreationExpression
							 IdentifierName Uri
							 ArgumentList
								 Argument
									 AddExpression
										 AddExpression
											 StringLiteralExpression
											 SimpleMemberAccessExpression
												 IdentifierName Environment
												 IdentifierName CurrentDirectory
										 StringLiteralExpression",Remove
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiDocument
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiInfo
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiContact
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiComponents
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiHeader
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiResponse
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiMediaType
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiResponses
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiExternalDocs
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiLicense
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiOAuthFlow
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiTag
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiParameter
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiSchema
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
"
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName
					 ArgumentList
						 Argument
							 IdentifierName
","
		 MethodDeclaration
			 PredefinedType
			 ParameterList
				 Parameter
					 IdentifierName OpenApiServer
			 ArrowExpressionClause
				 InvocationExpression
					 IdentifierName Validate
					 ArgumentList
						 Argument
							 IdentifierName item",Rename
